MFCC_1;MFCC_2;MFCC_3;MFCC_4;MFCC_5;MFCC_6;MFCC_7;MFCC_8;MFCC_9;MFCC_10;MFCC_11;MFCC_12;MFCC_13;AVG_1;AVG_2;AVG_3;AVG_4;AVG_5;AVG_6;AVG_7;AVG_8;AVG_9;AVG_10;AVG_11;AVG_12;AVG_13;Palabra
41,66;0,77;-0,83;-0,49;0,11;0,46;0,2;-0,23;-0,98;-0,67;-0,16;-0,22;-0,15;44,91;1,68;-1,09;-0,84;-0,63;0,24;-0,02;0,02;-0,31;-0,24;-0,25;0,05;0,19;5
40,62;1,29;-0,68;0,64;0,2;0,13;0,13;0,02;0,13;-0,13;-0,34;0,07;0,11;44,77;1,67;-0,99;-0,68;-0,53;0,26;-0,02;0,04;-0,3;-0,23;-0,24;0,03;0,17;5
39,82;2,57;-0,74;1,26;0,27;-0,11;-0,66;0,37;-0,1;-0,8;-0,5;-0,09;-0,26;44,3;1,76;-0,95;-0,52;-0,43;0,17;-0,04;0,02;-0,38;-0,28;-0,3;-0,02;0,12;5
41,45;0,73;-0,49;0,43;0;0,12;0,24;0,62;0,19;-0,36;-0,42;0,09;-0,05;43,94;1,71;-0,89;-0,44;-0,31;0,13;0,03;0,11;-0,37;-0,29;-0,32;-0,03;0,12;5
39,48;2,22;-0,48;1,34;0,51;0,39;-0,44;0,01;0,32;0,14;0,11;0,31;0,09;43,47;1,62;-0,84;-0,2;-0,23;0,15;0,05;0,02;-0,25;-0,27;-0,29;0,04;0,1;5
42,04;1,06;0,34;0,74;0,53;0,25;-0,27;0,38;0,03;-0,04;-0,43;-0,11;-0,07;42,93;1,55;-0,72;-0,02;-0,12;0,18;0;0,04;-0,25;-0,25;-0,28;0,06;0,13;5
42,14;-1,57;1,54;-0,38;1,16;0,77;-0,91;0,62;-0,31;0,2;-0,06;0,59;0,55;42,41;1,19;-0,55;0,07;0,1;0,23;-0,09;0,12;-0,27;-0,25;-0,27;0,11;0,18;5
44,09;-1,35;1,11;-1,1;0,53;0,41;-0,15;1,66;0,59;0,31;-0,09;-0,12;0,12;42,26;0,85;-0,32;0,06;0,3;0,34;-0,13;0,3;-0,14;-0,19;-0,23;0,08;0,11;5
43,61;-1,22;1,14;-0,66;0,05;0,28;-0,7;0,96;-0,29;-0,77;-1,03;-0,36;0,1;41,8;0,63;-0,06;0,12;0,34;0,32;-0,19;0,43;-0,11;-0,23;-0,31;0,03;0,1;5
42,25;-1,4;0,86;0,19;0,76;0,84;-0,54;0,86;-0,12;0,02;-0,06;-0,41;0,05;41,72;0,31;0,18;0,2;0,41;0,35;-0,31;0,53;-0,05;-0,21;-0,3;-0,02;0,05;5
42,77;0,34;0,62;0,35;1,02;0,47;-0,66;0,66;0,22;0,41;-0,08;-0,21;0,15;41,83;0,27;0,32;0,28;0,5;0,35;-0,4;0,62;0,07;-0,1;-0,29;-0,02;0,08;5
45,4;0,43;0,08;0,05;0,03;1,1;0,16;0,22;-0,22;0,09;0,37;-0,17;0,16;42,3;0,18;0,4;0,22;0,49;0,45;-0,39;0,64;0,03;-0,08;-0,22;-0,05;0,08;5
44,28;1,23;-0,31;-0,29;-0,37;0,67;-0,11;0,23;0,46;-0,12;-0,25;-0,38;-0,18;42,75;0,05;0,44;0,07;0,42;0,53;-0,34;0,62;0,09;-0,01;-0,19;-0,08;0,09;5
46,19;1,9;-0,53;-0,78;-0,2;0,53;0,66;0,13;0,08;0,22;-0,23;-0,03;-0,19;43,23;0,16;0,44;-0,05;0,4;0,57;-0,3;0,57;0,08;0,05;-0,17;-0,09;0,08;5
46,42;2,32;-0,75;-1,07;-1,39;0,42;0,3;0,26;0,29;-0,51;0,01;0,59;-0,08;43,92;0,17;0,41;-0,3;0,21;0,57;-0,22;0,6;0,07;-0,02;-0,19;-0,06;0,06;5
49,19;0,55;-0,84;-1,55;-1,74;-0,27;-0,39;-0,11;-0,24;-0,61;-0,41;0,11;0,1;44,63;0,12;0,29;-0,52;-0,01;0,52;-0,23;0,55;0,05;-0,07;-0,18;-0,04;0,08;5
48,09;1,07;-0,44;-1,57;-0,82;0,09;-0,51;-0,09;0,16;0,22;-0,3;-0,13;0,11;45,23;0,39;0,09;-0,64;-0,21;0,45;-0,19;0,48;0,09;-0,07;-0,21;-0,11;0,03;5
44,72;1,91;-0,46;-0,95;-0,85;0,06;0,32;0,11;-0,06;0,33;-0,06;0,09;0,21;45,29;0,71;-0,06;-0,63;-0,35;0,42;-0,15;0,32;0,03;-0,07;-0,2;-0,09;0,04;5
44,46;1,83;-1,2;-0,25;-1,31;0,73;-0,06;-0,28;0,01;-0,06;0,3;-0,11;0,22;45,38;1,02;-0,3;-0,59;-0,49;0,46;-0,08;0,2;0,06;0;-0,07;-0,07;0,05;5
45,33;1,87;-1,48;0,53;-1,02;0,55;-0,19;-0,37;-0,03;-0,39;0,31;-0,33;-0,13;45,68;1,34;-0,53;-0,55;-0,66;0,43;-0,05;0,08;0,07;-0,04;-0,03;-0,06;0,04;5
42,07;1,98;-1,37;0,27;-0,88;-0,05;-0,55;-0,27;-0,06;-0,41;-0,25;-0,11;-0,06;45,61;1,51;-0,73;-0,56;-0,85;0,38;-0,04;-0,02;0,04;-0,12;-0,05;-0,05;0,02;5
43,51;1,69;-1,2;0,99;-0,23;0,26;-0,65;-0,14;0,11;-0,88;-0,05;-0,09;-0,36;45,43;1,63;-0,86;-0,47;-0,88;0,3;-0,12;-0,05;0,07;-0,22;-0,09;-0,04;-0,04;5
46,03;0,54;-0,59;-0,4;-0,96;-0,04;0,19;0,13;0,13;-0,18;-0,11;0,41;0,19;45,6;1,57;-0,88;-0,48;-0,94;0,23;-0,09;-0,06;0,04;-0,23;-0,08;0,04;0;5
46,84;1,38;-0,67;-0,4;-0,97;0,28;0,15;-0,11;0,24;-0,12;-0,16;0,29;-0,27;45,67;1,51;-0,9;-0,44;-1,02;0,2;-0,14;-0,09;0,05;-0,26;-0,07;0,07;-0,01;5
47,62;2,75;-0,75;0,17;-1,5;0,23;0,06;0,63;-0,08;-0,05;-0,3;-0,05;0,03;45,79;1,56;-0,9;-0,32;-1,03;0,19;-0,16;-0,05;0,02;-0,22;-0,1;0,01;0;5
48,11;0,55;-0,96;-1,74;-1,37;-0,39;-0,41;-0,01;-0,27;-0,1;-0,03;0,23;0,2;45,68;1,56;-0,91;-0,34;-0,99;0,17;-0,17;-0,04;0,01;-0,16;-0,06;0,02;0,01;5
47,05;2,67;-1,11;-1,12;-1,91;0,44;0,31;0,42;0;-0,19;-0,79;-0,22;0,51;45,57;1,72;-0,98;-0,29;-1,1;0,21;-0,08;0,01;0;-0,21;-0,11;0,01;0,05;5
47,82;1,97;-1,01;-1,1;-1,21;0,98;0,99;0,94;0,36;0,16;-0,15;-0,07;0,07;45,88;1,72;-1,03;-0,31;-1,14;0,3;-0,02;0,09;0,04;-0,22;-0,12;-0,01;0,04;5
46,17;1,81;-1,42;-0,09;-0,65;0,5;0,68;0,5;-0,27;0,09;0,23;0,11;0,42;46,06;1,72;-1,05;-0,29;-1,07;0,28;0,06;0,17;0,01;-0,21;-0,13;0,02;0,06;5
44,35;1,45;-0,82;-0,01;-0,9;0,09;0,63;0,8;0,43;0,07;-0,45;-0,03;0;45,96;1,68;-0,99;-0,34;-1,06;0,23;0,14;0,29;0,06;-0,16;-0,2;0,05;0,07;5
43,26;1,86;-0,98;0,14;-0,63;0,41;0,67;0,14;0;0,42;-0,45;0,03;0,09;46,08;1,67;-0,95;-0,36;-1,03;0,28;0,26;0,33;0,06;-0,08;-0,22;0,06;0,09;5
43,68;1,98;-0,5;0,57;-0,22;0,17;0,29;0,1;0,21;0,26;-0,19;-0,71;-0,16;46,09;1,7;-0,88;-0,4;-1,03;0,27;0,36;0,36;0,07;0,04;-0,24;0;0,11;5
44,21;1,28;-0,26;0,46;0,18;0,02;0,06;0,03;-0,15;0,32;-0,21;-0,06;-0,02;45,91;1,77;-0,85;-0,31;-0,92;0,27;0,34;0,35;0,05;0,09;-0,25;-0,05;0,09;5
41,7;0,84;-1,5;-0,21;-0,97;0,55;0,31;0,07;0,11;1,11;0,42;-0,23;-0,3;45,4;1,71;-0,93;-0,29;-0,92;0,3;0,36;0,36;0,03;0,21;-0,19;-0,1;0,08;5
42,38;2,22;-1,47;0,1;-0,01;0,57;0,78;-0,11;-0,29;0,57;-0,24;-0,44;0,61;44,87;1,66;-1;-0,3;-0,77;0,33;0,43;0,29;0,01;0,27;-0,19;-0,14;0,14;5
44,42;1,6;-1,58;1,11;-0,39;0,15;0,59;0,39;-0,63;0,22;0,17;0,12;0,3;44,51;1,77;-1,07;-0,02;-0,67;0,39;0,53;0,33;-0,02;0,3;-0,16;-0,15;0,15;5
43,67;1,12;-1,39;1,09;-0,23;0,56;0,67;0,33;-0,33;1,22;-0,17;-0,24;0,2;44,17;1,61;-1,09;0,21;-0,5;0,4;0,57;0,32;-0,06;0,45;-0,1;-0,15;0,12;5
44,35;0,7;-0,3;0,71;0,11;0,62;0,77;-0,01;-0,59;-0,23;-0,78;-0,7;-0,31;43,82;1,48;-1,02;0,39;-0,37;0,36;0,55;0,23;-0,15;0,41;-0,17;-0,21;0,08;5
40,56;2,15;-0,98;-0,08;0,22;-0,53;-0,53;0,35;0,03;0,4;0,43;-0,09;-0,53;43,26;1,52;-0,98;0,39;-0,28;0,26;0,43;0,21;-0,12;0,44;-0,15;-0,23;-0,01;5
39,95;1,25;-1,57;-0,75;-0,7;0,61;0,22;0,41;-0,51;-0,44;-0,85;-0,82;-0,07;42,82;1,5;-1,05;0,31;-0,26;0,31;0,38;0,17;-0,22;0,39;-0,19;-0,31;-0,02;5
42,26;1,54;-0,51;-1,08;-0,9;0,84;-0,22;0,75;0,31;0,38;0,07;-0,06;0,36;42,72;1,47;-1,01;0,19;-0,29;0,35;0,3;0,23;-0,18;0,38;-0,13;-0,32;0,01;5
41,27;1,98;0,4;0,01;0,12;0,65;-0,35;0,11;0,17;0,32;-0,47;-0,18;-0,22;42,48;1,47;-0,92;0,13;-0,26;0,4;0,23;0,23;-0,19;0,39;-0,16;-0,27;0;5
40,47;1,55;0,79;0,84;0,7;0,44;-0,02;0,4;0,19;0,03;-0,13;0,45;0,06;42,1;1,49;-0,81;0,17;-0,21;0,45;0,22;0,27;-0,15;0,36;-0,15;-0,22;0,01;5
41,58;1,37;-0,9;-0,4;-0,88;0,97;0,1;-0,33;0,3;-0,09;-0,57;-0,2;-0,21;42,09;1,55;-0,75;0,15;-0,2;0,49;0,2;0,23;-0,13;0,24;-0,25;-0,22;0,02;5
42,07;1,27;-0,67;-0,04;-0,82;0,82;-0,04;-0,38;-0,15;-0,15;-0,51;-0,43;-0,8;42,06;1,45;-0,67;0,14;-0,28;0,51;0,12;0,2;-0,12;0,17;-0,28;-0,21;-0,12;5
39,95;1,71;-0,39;-0,05;-0,86;0,37;-0,41;-0,37;-0,35;0,11;0,03;0;-0,4;41,61;1,46;-0,55;0,02;-0,32;0,53;0,02;0,13;-0,09;0,16;-0,29;-0,23;-0,19;5
41,92;1,71;-0,41;-0,01;-0,08;0,66;0,21;-0,08;0,13;0,04;-0,21;0,66;-0,34;41,44;1,52;-0,45;-0,09;-0,31;0,54;-0,03;0,09;-0,05;0,04;-0,3;-0,14;-0,25;5
42,09;1,57;-0,54;-0,28;-0,11;1,11;-0,05;0,21;0,03;-0,16;-0,16;0,16;0,01;41,21;1,61;-0,48;-0,19;-0,33;0,59;-0,11;0,11;0,02;0,04;-0,24;-0,05;-0,22;5
40,18;2,98;-0,45;0,09;-0,11;0,69;0,5;0,33;-0,16;0,06;0,17;0,6;-0,16;41,17;1,69;-0,42;-0,17;-0,37;0,71;-0,01;0,11;0;0,01;-0,26;0,02;-0,18;5
39,7;2,92;-0,38;0,16;-0,36;0,61;0,33;0,26;-0,32;-0,52;-0,53;0,13;-0,03;41,15;1,86;-0,31;-0,08;-0,33;0,71;0;0,09;0,02;0;-0,23;0,11;-0,17;5
41,67;1,81;0,44;0;-0,11;0,18;0,08;0,21;0,09;-0,05;-0,12;-0,02;-0,11;41,09;1,89;-0,21;0,03;-0,25;0,65;0,03;0,04;-0,01;-0,04;-0,25;0,12;-0,22;5
40,59;2,18;-0,48;0,18;-0,69;0,42;1,08;0,92;0,1;-0,12;-0,58;0,21;0,02;41,02;1,91;-0,3;0,05;-0,33;0,63;0,18;0,12;-0,01;-0,08;-0,26;0,16;-0,2;5
40,11;1,77;0,14;0,38;0,17;1,4;1,2;0,95;-0,14;-0,2;-0,77;-0,86;-0,56;40,99;1,93;-0,36;0;-0,39;0,72;0,3;0,17;-0,05;-0,11;-0,33;0,02;-0,26;5
43,3;2,46;-0,85;0,41;0,02;0,72;-0,81;-0,14;-0,15;-0,11;-0,03;0,04;0,06;41,16;2,04;-0,36;0,08;-0,3;0,7;0,21;0,19;-0,09;-0,11;-0,27;0,05;-0,23;5
43,3;1,97;-0,85;0,09;0,39;0,91;-0,09;0,52;0,57;-0,36;-0,39;0,42;-0,11;41,28;2,11;-0,38;0,1;-0,18;0,71;0,2;0,28;-0,02;-0,13;-0,26;0,13;-0,16;5
41,4;1,74;-1,19;0,6;-0,09;0,59;0,56;0,64;0,4;-0,45;-0,52;-0,03;-0,47;41,43;2,11;-0,46;0,16;-0,1;0,73;0,3;0,38;0,06;-0,19;-0,32;0,13;-0,17;5
40,32;1,62;-1,69;0,08;-0,87;-0,11;-0,6;0,04;0,21;-0,05;-0,15;0,45;0,02;41,27;2,1;-0,59;0,17;-0,18;0,65;0,22;0,39;0,06;-0,2;-0,31;0,11;-0,13;5
39,5;1;-1,02;0,27;-0,32;0,57;0,69;0,52;0,14;-0,33;-0,48;-0,39;-0,36;41,01;2,04;-0,63;0,23;-0,2;0,6;0,29;0,43;0,07;-0,21;-0,34;0,05;-0,17;5
43,6;1,06;0,49;0,42;-0,3;0,43;0,31;0,29;-0,05;0;-0,07;-0,71;-0,88;41,35;1,85;-0,54;0,26;-0,22;0,57;0,27;0,42;0,09;-0,22;-0,36;-0,08;-0,24;5
42,36;0,77;-0,85;-1,5;-1,08;0,48;-0,35;0,54;0,02;0,02;-0,13;0,3;0,17;41,62;1,64;-0,59;0,09;-0,29;0,56;0,21;0,45;0,12;-0,16;-0,32;-0,06;-0,22;5
41,65;2,09;-0,48;0,07;-0,37;0,2;0,37;0,49;0,86;0,54;0,19;-0,04;-0,22;41,61;1,66;-0,68;0,1;-0,31;0,56;0,23;0,48;0,2;-0,11;-0,29;-0,06;-0,23;5
43,43;1,72;-0,22;0,99;-0,41;0,07;0,73;0,84;0,34;-0,45;-0,18;-0,6;0,34;41,9;1,62;-0,65;0,18;-0,29;0,53;0,2;0,47;0,22;-0,14;-0,25;-0,14;-0,2;5
44,54;1,66;-0,9;0,32;-0,13;0,56;0,58;0,13;0,09;0,12;-0,38;-0,45;0,33;42,34;1,61;-0,76;0,17;-0,32;0,44;0,14;0,39;0,24;-0,11;-0,22;-0,1;-0,11;5
44,59;0,5;-0,02;-0,17;-0,23;0,64;0,3;0,12;-0,52;-0,46;-0,07;0,33;-0,12;42,47;1,41;-0,67;0,12;-0,34;0,43;0,25;0,41;0,21;-0,14;-0,22;-0,07;-0,13;5
43,05;1,35;-0,77;0,11;-0,39;0,38;-0,16;0,04;-0,82;-0,52;-0,09;-0,33;0,23;42,44;1,35;-0,67;0,12;-0,42;0,38;0,24;0,37;0,07;-0,16;-0,19;-0,15;-0,09;5
44,22;1,31;-0,12;-0,86;-0,37;0,69;0,18;0,8;-0,32;-0,46;-0,31;-0,31;0,09;42,73;1,31;-0,56;-0,03;-0,45;0,39;0,21;0,38;-0,01;-0,16;-0,17;-0,17;-0,04;5
42,29;0,68;0,09;-0,55;-1,3;-0,26;-0,17;0,68;-0,2;-0,26;-0,11;-0,73;-0,23;42,92;1,21;-0,38;-0,09;-0,49;0,38;0,25;0,45;-0,05;-0,18;-0,17;-0,29;-0,06;5
41,28;1,5;-1,12;-0,37;-0,55;0,72;0,43;0,72;0,2;-0,21;-0,65;-0,31;-0,05;43,1;1,26;-0,39;-0,15;-0,51;0,39;0,22;0,47;-0,04;-0,17;-0,18;-0,28;-0,03;5
41,54;2,28;0,07;0,58;-0,03;0,44;0,06;0,36;-0,29;-0,05;-0,22;0,03;-0,4;42,9;1,39;-0,43;-0,14;-0,49;0,39;0,2;0,47;-0,07;-0,17;-0,2;-0,21;0,01;5
42,72;2,33;-1,31;-0,39;-1,04;-0,24;-0,24;-0,38;-0,13;-0,09;-0,61;-0,59;-0,32;42,93;1,54;-0,48;-0,03;-0,48;0,32;0,21;0,38;-0,08;-0,18;-0,25;-0,3;-0,03;5
42,26;2,59;-0,2;0,74;0,27;0,5;0,23;0,49;-0,66;-0,43;0,22;-0,3;-0,26;42,99;1,59;-0,45;0,04;-0,42;0,35;0,19;0,38;-0,23;-0,28;-0,24;-0,33;-0,04;5
41,82;2,31;-0,19;1,85;0,48;0,45;0,23;0,7;-0,28;-0,1;0,33;-0,07;-0,44;42,83;1,65;-0,45;0,13;-0,33;0,39;0,14;0,37;-0,29;-0,24;-0,19;-0,27;-0,12;5
42,06;1,76;0,45;1,04;0,4;0,17;-0,3;0,28;-0,1;-0,35;0,05;0,19;0;42,58;1,66;-0,31;0,2;-0,28;0,35;0,06;0,38;-0,31;-0,29;-0,15;-0,21;-0,15;5
42,42;-0,17;-0,12;0,31;-0,89;-0,68;-0,66;0,2;-0,13;-0,07;-0,11;-0,24;-0,4;42,37;1,59;-0,32;0,25;-0,34;0,22;-0,04;0,39;-0,27;-0,25;-0,15;-0,27;-0,18;5
44,22;1,79;-0,87;-0,46;-1,42;0,82;-0,41;0,7;-0,33;-0,28;0,41;0,13;0,42;42,48;1,64;-0,33;0,19;-0,45;0,26;-0,07;0,45;-0,23;-0,23;-0,1;-0,22;-0,16;5
44,8;2,15;-1,23;-0,44;-1,85;0,9;-0,42;0,61;-0,62;-0,69;0,05;-0,23;-0,54;42,54;1,72;-0,44;0,23;-0,59;0,28;-0,13;0,44;-0,26;-0,25;-0,06;-0,21;-0,22;5
45,43;1,59;0,1;-0,08;-0,13;0,16;0,22;0,96;0,37;-0,35;-0,09;0,19;-0,03;42,86;1,81;-0,44;0,28;-0,48;0,33;-0,09;0,46;-0,2;-0,26;-0,06;-0,12;-0,2;5
46,08;1,66;-1,63;-1,1;-1;0,5;0,4;0,15;-0,29;-0,39;-0,1;0,11;-0,35;43,34;1,83;-0,49;0,21;-0,52;0,3;-0,09;0,41;-0,25;-0,28;-0,01;-0,08;-0,23;5
47,22;1,92;-1,88;-1,21;-1,2;0,94;-0,17;0,56;0,41;-0,11;0,29;0,16;-0,27;43,9;1,79;-0,69;0,03;-0,64;0,35;-0,11;0,43;-0,18;-0,28;0,04;-0,06;-0,22;5
46,58;2,33;-0,77;-0,92;-0,54;0,52;-0,28;0,44;-0,06;0,02;0,24;-0,61;-0,06;44,29;1,79;-0,63;-0,03;-0,59;0,43;-0,12;0,51;-0,17;-0,27;0,13;-0,07;-0,19;5
45,19;0,95;-0,31;-0,38;-0,49;0,08;0,34;0,06;-0,37;-0,22;-0,45;-0,24;-0,03;44,58;1,63;-0,64;-0,14;-0,66;0,39;-0,11;0,47;-0,14;-0,25;0,06;-0,06;-0,17;5
44,59;1,28;-1,62;-0,77;0,4;0,53;-0,38;-0,52;-0,2;0,21;0,46;0,52;-0,27;44,86;1,53;-0,79;-0,4;-0,67;0,4;-0,17;0,34;-0,13;-0,22;0,08;0;-0,15;5
43,18;2,51;-1,7;0,04;0,52;1,61;0,32;-0,33;-0,47;0,03;0,37;-0,15;-0,38;44,97;1,6;-1;-0,5;-0,66;0,54;-0,1;0,28;-0,17;-0,18;0,11;-0,04;-0,19;5
42,28;0,97;-1,36;-0,11;0,2;0,68;0,6;1,01;-0,07;0,07;0,1;-0,07;0,26;44,96;1,71;-1,13;-0,54;-0,55;0,68;0,02;0,36;-0,16;-0,17;0,13;-0,02;-0,12;5
42,27;1,17;-0,52;0,69;-0,57;0,44;-0,31;0,57;0,25;-0,44;0,15;-0,11;-0,1;44,76;1,65;-1,09;-0,43;-0,47;0,64;0,03;0,35;-0,1;-0,19;0,1;-0,04;-0,18;5
42,48;0,91;0,1;0,45;-0,29;0,52;-0,28;-0,25;-0,38;-0,56;0,38;-0,26;0,01;44,53;1,53;-0,96;-0,34;-0,31;0,6;0,05;0,26;-0,08;-0,17;0,13;-0,05;-0,12;5
41,22;2,31;-0,66;-0,58;0,2;0,62;-0,36;0,49;-0,32;-0,31;0,05;0,18;0,34;44,11;1,6;-1,03;-0,39;-0,28;0,64;-0,01;0,22;-0,15;-0,17;0,15;-0,05;-0,08;5
45,8;1,21;-0,53;-0,53;-0,86;0,15;0,23;0,39;0,23;-0,18;-0,04;0,03;-0,13;44,08;1,55;-0,93;-0,33;-0,26;0,61;-0,03;0,24;-0,1;-0,15;0,15;-0,05;-0,06;5
44,96;0,64;-1,22;-1,37;-0,96;0,58;0,36;0,47;0,41;0,25;0,01;-0,02;-0,03;43,85;1,43;-0,86;-0,35;-0,24;0,57;0,02;0,23;-0,1;-0,11;0,13;-0,07;-0,04;5
42,64;1,15;-0,68;-0,94;-0,69;0,08;-0,07;-0,27;-0,3;0,17;-0,16;0,11;0,18;43,46;1,31;-0,85;-0,35;-0,25;0,53;0,05;0,16;-0,12;-0,1;0,09;0;-0,01;5
43,77;1,37;-2,13;-0,18;0,09;0,73;0,54;0,43;0,22;0,32;-0,35;-0,21;-0,01;43,32;1,35;-1,03;-0,33;-0,2;0,59;0,07;0,2;-0,06;-0,04;0,1;0;-0,01;5
44,65;1,74;-0,63;-0,44;-0,13;0,63;0,33;-0,05;-0,08;0,21;-0,3;-0,24;-0,07;43,32;1,4;-0,93;-0,3;-0,25;0,6;0,14;0,25;-0,05;-0,04;0,02;-0,07;0,01;5
43,37;1,45;-1,54;-0,4;-0,03;-0,1;-0,08;0,27;0;-0,21;0,34;-0,33;-0,11;43,34;1,29;-0,92;-0,34;-0,31;0,43;0,1;0,31;0;-0,07;0,02;-0,09;0,04;5
42,24;1;-1,4;-0,28;0,43;0,68;-0,17;0,12;0,01;-0,28;0,16;0,23;0,44;43,34;1,29;-0,92;-0,36;-0,28;0,43;0,02;0,22;0;-0,1;0,02;-0,06;0,05;5
41,07;0,73;-1,78;-1,49;-0,94;0,56;-0,52;0,11;0,22;-0,02;0,28;0,35;0,48;43,22;1,25;-1,05;-0,58;-0,32;0,45;0;0,17;0;-0,06;0,04;-0,02;0,11;5
40,94;1,55;-0,72;-1,49;-1,35;0,17;-0,39;0,67;-0,38;-0,42;0,21;0,34;0,84;43,06;1,31;-1,13;-0,77;-0,43;0,41;-0,01;0,26;0;-0,05;0,02;0,04;0,19;5
41,64;2,3;-0,06;-0,64;-0,55;0,72;-0,03;0,65;-0,45;-0,81;-0,61;-0,1;0,4;43,11;1,31;-1,07;-0,78;-0,5;0,42;0,02;0,28;-0,01;-0,1;-0,05;0,02;0,2;5
39,41;0,61;0,27;-0,09;-0,29;0,48;-0,23;0,6;0,1;-0,74;-0,06;-0,03;0,68;42,47;1,25;-0,99;-0,73;-0,44;0,45;-0,03;0,3;-0,02;-0,15;-0,05;0,01;0,28;5
40,62;1,6;0,01;-0,79;-0,35;0,72;0,48;0,46;-0,34;-0,15;0,06;0,17;0,14;42,03;1,35;-0,87;-0,67;-0,38;0,47;-0,02;0,3;-0,1;-0,19;-0,04;0,03;0,3;5
40,26;1,27;-0,83;-0,75;0,09;0,22;-0,34;0,1;0,03;0,18;-0,33;-0,42;-0,41;41,8;1,36;-0,88;-0,65;-0,3;0,48;-0,04;0,34;-0,07;-0,19;-0,06;-0,02;0,24;5
40,4;1,62;-0,24;0,08;0,38;0,66;0,46;-0,14;-0,95;-0,11;-0,24;0,33;0,47;41,46;1,39;-0,69;-0,63;-0,27;0,47;-0,05;0,28;-0,18;-0,24;-0,05;0,03;0,29;5
40,23;1,13;-1,95;-1,55;-0,82;0,5;-0,33;-0,6;-1,06;-0,19;-0,59;-0,05;-0,15;41,02;1,33;-0,82;-0,74;-0,34;0,46;-0,12;0,22;-0,28;-0,28;-0,08;0,05;0,28;5
41,11;0,8;-1,25;-0,31;-0,14;0,59;0,07;0,17;-0,45;0,41;-0,31;-0,03;0,43;40,79;1,26;-0,8;-0,73;-0,35;0,53;-0,1;0,21;-0,33;-0,21;-0,14;0,08;0,33;5
38,07;1,23;-1,19;-0,6;-0,43;0,62;0,85;0,61;0,03;0,53;0,45;0,52;-0,48;40,37;1,28;-0,77;-0,76;-0,44;0,52;0;0,26;-0,32;-0,13;-0,11;0,11;0,24;5
40,38;2,21;-0,77;-0,12;0,12;0,4;-0,19;0,05;-0,32;-0,29;-0,21;0,11;-0,06;40,31;1,43;-0,67;-0,62;-0,33;0,51;0,03;0,26;-0,38;-0,16;-0,16;0,08;0,19;5
40,05;0,04;-1,07;-0,29;0,28;0,82;-0,08;-0,27;-0,03;0,22;-0,14;-0,15;-0,63;40,22;1,28;-0,71;-0,51;-0,17;0,57;0,06;0,16;-0,34;-0,09;-0,2;0,03;0,04;5
39,61;1,67;-2,46;-0,11;-0,24;0,84;0,39;0,03;-0,31;0,14;0,39;0,49;0,21;40,01;1,22;-0,95;-0,45;-0,14;0,59;0,11;0,1;-0,33;0;-0,1;0,09;0,02;5
39,86;1,25;-1,71;-1,05;-0,35;-0,19;-0,04;0;-0,64;0,25;0,2;0,38;-0,36;40,06;1,28;-1,15;-0,55;-0,15;0,52;0,13;0,04;-0,4;0,1;-0,07;0,13;-0,08;5
39,33;-0,88;0,04;-0,49;0,53;0,3;-0,99;0,08;-0,56;0,07;-0,28;0,24;0,45;39,93;1,03;-1,14;-0,52;-0,06;0,48;-0,02;0;-0,43;0,12;-0,11;0,14;-0,05;5
40,85;0,55;-0,69;-0,14;-0,63;0,66;0,48;0,2;-0,42;0,17;0,11;0,19;0,18;39,99;0,96;-1,13;-0,46;-0,13;0,52;0,06;0,01;-0,47;0,12;-0,06;0,2;0,01;5
41,65;1,54;-0,72;-0,77;-0,41;0,01;0,23;0,18;-0,54;-0,11;-0,34;0,39;0,12;40,11;0,95;-1,18;-0,54;-0,21;0,46;0,04;0,04;-0,43;0,12;-0,07;0,21;-0,03;5
42,33;1,06;-0,98;-1,34;-1,02;-0,1;0,31;0,49;0,58;0,13;0,07;0,52;0,14;40,32;0,95;-1,08;-0,52;-0,23;0,4;0,1;0,15;-0,27;0,15;0;0,27;0;5
44,79;1,71;-1;-1,4;-0,87;0,15;0,21;0,16;-0,17;-0,27;-0,4;-0,26;-0,13;40,69;1,04;-1,05;-0,63;-0,3;0,35;0,12;0,15;-0,24;0,08;-0,01;0,24;-0,06;5
44,5;1,91;-1,47;-1,75;-1,2;-0,14;0,89;0,52;-0,29;-0,27;-0,26;-0,21;0,17;41,33;1,11;-1,08;-0,75;-0,38;0,28;0,12;0,14;-0,27;0;-0,08;0,17;0,01;5
42,45;2,92;-3,29;-2,22;-1,94;-0,6;0,17;-0,22;-0,94;-0,48;-0,57;-0,58;-0,15;41,54;1,18;-1,33;-0,96;-0,58;0,18;0,16;0,12;-0,33;-0,02;-0,12;0,1;0;5
44,43;1,14;-0,63;-1,84;-1,3;0,35;0,65;0,76;0,29;0,15;-0,12;-0,05;-0,28;41,98;1,29;-1,29;-1,11;-0,74;0,13;0,23;0,22;-0,3;-0,02;-0,12;0,11;0,04;5
44,33;1,75;-0,38;-0,94;-1,41;-0,22;0,7;0,81;0,07;0,01;-0,02;-0,16;-0,44;42,45;1,3;-1,08;-1,2;-0,86;0,02;0,26;0,3;-0,26;-0,04;-0,16;0,05;-0,03;5
